#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SKA3	NDC80	9606.ENSP00000319417	9606.ENSP00000261597	0	0	0	0	0.496	0	0.720	0.629	0.943
SKA3	GINS1	9606.ENSP00000319417	9606.ENSP00000262460	0	0	0	0	0.345	0	0	0.187	0.445
SKA3	SGO1	9606.ENSP00000319417	9606.ENSP00000263753	0	0	0	0	0.490	0.171	0	0.381	0.716
SKA3	POLQ	9606.ENSP00000319417	9606.ENSP00000264233	0	0	0	0	0.393	0	0	0.087	0.422
SKA3	NEIL3	9606.ENSP00000319417	9606.ENSP00000264596	0	0	0	0	0.451	0	0	0.132	0.503
SKA3	DEPDC1B	9606.ENSP00000319417	9606.ENSP00000265036	0	0	0	0	0.567	0	0	0.117	0.601
SKA3	ANLN	9606.ENSP00000319417	9606.ENSP00000265748	0	0	0	0	0.450	0	0	0.311	0.604
SKA3	TICRR	9606.ENSP00000319417	9606.ENSP00000268138	0	0	0	0	0.525	0	0	0.090	0.550
SKA3	NUF2	9606.ENSP00000319417	9606.ENSP00000271452	0	0	0	0	0.642	0	0	0.713	0.893
SKA3	CDCA5	9606.ENSP00000319417	9606.ENSP00000275517	0	0	0	0	0.545	0	0	0.270	0.653
SKA3	BUB1B	9606.ENSP00000319417	9606.ENSP00000287598	0	0	0	0	0.558	0.171	0.900	0.443	0.976
SKA3	CCNB2	9606.ENSP00000319417	9606.ENSP00000288207	0	0	0	0	0.568	0	0	0.225	0.651
SKA3	MELK	9606.ENSP00000319417	9606.ENSP00000298048	0	0	0	0	0.568	0	0	0.373	0.718
SKA3	PLK1	9606.ENSP00000319417	9606.ENSP00000300093	0	0	0	0	0.450	0.292	0.720	0.467	0.934
SKA3	TPX2	9606.ENSP00000319417	9606.ENSP00000300403	0	0	0	0	0.529	0	0	0.576	0.791
SKA3	BIRC5	9606.ENSP00000319417	9606.ENSP00000301633	0	0	0	0	0.464	0	0	0.273	0.594
SKA3	CKAP2L	9606.ENSP00000319417	9606.ENSP00000305204	0	0	0	0	0.764	0	0	0.125	0.784
SKA3	AURKB	9606.ENSP00000319417	9606.ENSP00000313950	0	0	0	0	0.469	0.292	0	0.475	0.785
SKA3	CHEK1	9606.ENSP00000319417	9606.ENSP00000391090	0	0	0	0	0.402	0	0	0.103	0.441
SKA3	STIL	9606.ENSP00000319417	9606.ENSP00000360944	0	0	0	0	0.416	0	0	0.117	0.463
SKA3	UHRF1	9606.ENSP00000319417	9606.ENSP00000479617	0	0	0	0	0.350	0	0	0.234	0.481
SKA3	RRM2	9606.ENSP00000319417	9606.ENSP00000353770	0	0	0	0	0.472	0	0	0.066	0.485
SKA3	KIF14	9606.ENSP00000319417	9606.ENSP00000356319	0	0	0	0	0.458	0	0	0.122	0.504
SKA3	KIF18B	9606.ENSP00000319417	9606.ENSP00000465992	0	0	0	0	0.361	0	0	0.271	0.514
SKA3	NEK2	9606.ENSP00000319417	9606.ENSP00000355966	0	0	0	0	0.391	0	0	0.262	0.532
SKA3	UBE2T	9606.ENSP00000319417	9606.ENSP00000494957	0	0	0	0	0.461	0	0	0.169	0.533
SKA3	SPAG5	9606.ENSP00000319417	9606.ENSP00000323300	0	0	0	0	0.437	0	0	0.263	0.568
SKA3	CDCA3	9606.ENSP00000319417	9606.ENSP00000442068	0	0	0	0	0.499	0	0	0.208	0.586
SKA3	MKI67	9606.ENSP00000319417	9606.ENSP00000357643	0	0	0	0	0.513	0	0	0.187	0.587
SKA3	CDC25C	9606.ENSP00000319417	9606.ENSP00000321656	0	0	0	0	0.513	0	0	0.189	0.588
SKA3	RAD54L	9606.ENSP00000319417	9606.ENSP00000361043	0	0	0	0	0.493	0.046	0	0.230	0.595
SKA3	CDC45	9606.ENSP00000319417	9606.ENSP00000405726	0	0	0	0	0.533	0	0	0.183	0.602
SKA3	HJURP	9606.ENSP00000319417	9606.ENSP00000414109	0	0	0	0	0.491	0	0	0.264	0.610
SKA3	GTSE1	9606.ENSP00000319417	9606.ENSP00000415430	0	0	0.203	0	0.424	0	0	0.235	0.618
SKA3	CEP55	9606.ENSP00000319417	9606.ENSP00000360540	0	0	0	0	0.543	0	0	0.220	0.628
SKA3	KIF15	9606.ENSP00000319417	9606.ENSP00000324020	0	0	0	0	0.585	0	0	0.160	0.636
SKA3	TOP2A	9606.ENSP00000319417	9606.ENSP00000411532	0	0	0	0	0.516	0	0	0.292	0.643
SKA3	KIF20A	9606.ENSP00000319417	9606.ENSP00000378356	0	0	0	0	0.524	0	0	0.291	0.648
SKA3	CDCA8	9606.ENSP00000319417	9606.ENSP00000362146	0	0	0	0	0.514	0	0	0.309	0.650
SKA3	CENPA	9606.ENSP00000319417	9606.ENSP00000336868	0	0	0	0	0.470	0	0	0.380	0.657
SKA3	CDC20	9606.ENSP00000319417	9606.ENSP00000361540	0	0	0	0	0.531	0	0	0.318	0.666
SKA3	ASPM	9606.ENSP00000319417	9606.ENSP00000356379	0	0	0	0	0.546	0	0	0.310	0.673
SKA3	PBK	9606.ENSP00000319417	9606.ENSP00000428489	0	0	0	0	0.604	0	0	0.213	0.675
SKA3	FOXM1	9606.ENSP00000319417	9606.ENSP00000342307	0	0	0	0	0.384	0	0	0.506	0.683
SKA3	DEPDC1	9606.ENSP00000319417	9606.ENSP00000412292	0	0	0	0	0.512	0	0	0.439	0.714
SKA3	UBE2C	9606.ENSP00000319417	9606.ENSP00000348838	0	0	0	0	0.546	0	0	0.405	0.719
SKA3	MCM10	9606.ENSP00000319417	9606.ENSP00000418268	0	0	0	0	0.536	0	0	0.428	0.724
SKA3	ZWINT	9606.ENSP00000319417	9606.ENSP00000363055	0	0	0	0	0.495	0.172	0	0.398	0.726
SKA3	ERCC6L	9606.ENSP00000319417	9606.ENSP00000334675	0	0	0	0	0.642	0.046	0	0.309	0.743
SKA3	CCNA2	9606.ENSP00000319417	9606.ENSP00000481380	0	0	0	0	0.528	0	0	0.559	0.783
SKA3	EXO1	9606.ENSP00000319417	9606.ENSP00000355506	0	0	0	0	0.771	0	0	0.161	0.800
SKA3	KIF4A	9606.ENSP00000319417	9606.ENSP00000363524	0	0	0	0	0.676	0	0	0.445	0.813
SKA3	KIF2C	9606.ENSP00000319417	9606.ENSP00000361298	0	0	0	0	0.788	0	0	0.402	0.867
SKA3	TTK	9606.ENSP00000319417	9606.ENSP00000358813	0	0	0	0	0.802	0	0	0.374	0.870
SKA3	HMMR	9606.ENSP00000319417	9606.ENSP00000377492	0	0	0	0	0.652	0	0	0.642	0.870
SKA3	CDCA2	9606.ENSP00000319417	9606.ENSP00000328228	0	0	0	0	0.821	0	0	0.329	0.874
SKA3	CENPF	9606.ENSP00000319417	9606.ENSP00000355922	0	0	0	0	0.461	0	0.900	0.458	0.968
SLC2A1	EPAS1	9606.ENSP00000416293	9606.ENSP00000263734	0	0	0	0	0.056	0.067	0	0.883	0.888
SLC2A1	ADRB2	9606.ENSP00000416293	9606.ENSP00000305372	0	0	0	0	0	0	0	0.411	0.410
SLC2A1	MDK	9606.ENSP00000416293	9606.ENSP00000385451	0	0	0	0	0.075	0	0	0.639	0.652
SLC2A1	PECAM1	9606.ENSP00000416293	9606.ENSP00000457421	0	0	0	0	0	0.091	0	0.485	0.512
SLC6A4	STX1A	9606.ENSP00000261707	9606.ENSP00000222812	0	0	0	0	0	0.532	0	0.858	0.931
SLC6A4	ADRB2	9606.ENSP00000261707	9606.ENSP00000305372	0	0	0	0	0.054	0	0	0.461	0.469
SLC6A4	HTR3A	9606.ENSP00000261707	9606.ENSP00000347754	0	0	0	0	0	0	0	0.726	0.726
SMAD6	ACVRL1	9606.ENSP00000288840	9606.ENSP00000373574	0	0	0	0	0.121	0.190	0	0.520	0.628
SOX17	SALL4	9606.ENSP00000297316	9606.ENSP00000217086	0	0	0	0	0.042	0.069	0	0.546	0.560
SOX17	MNX1	9606.ENSP00000297316	9606.ENSP00000252971	0	0	0	0	0.059	0.067	0	0.433	0.459
SOX17	FOXF1	9606.ENSP00000297316	9606.ENSP00000262426	0	0	0	0	0.075	0.061	0	0.470	0.499
SOX17	TAL1	9606.ENSP00000297316	9606.ENSP00000294339	0	0	0	0	0.057	0	0	0.454	0.464
SOX17	EMCN	9606.ENSP00000297316	9606.ENSP00000296420	0	0	0	0	0.360	0	0	0.354	0.569
SOX17	TUBB3	9606.ENSP00000297316	9606.ENSP00000320295	0	0	0	0	0.055	0	0	0.402	0.411
SOX17	PITX2	9606.ENSP00000297316	9606.ENSP00000495061	0	0	0	0	0	0.042	0	0.430	0.430
SOX17	TEK	9606.ENSP00000297316	9606.ENSP00000369375	0	0	0	0	0.252	0	0	0.321	0.470
SOX17	ACVRL1	9606.ENSP00000297316	9606.ENSP00000373574	0	0	0	0	0.168	0.054	0	0.387	0.476
SOX17	EZH2	9606.ENSP00000297316	9606.ENSP00000320147	0	0	0	0	0	0.301	0	0.323	0.506
SOX17	PECAM1	9606.ENSP00000297316	9606.ENSP00000457421	0	0	0	0	0.143	0	0	0.464	0.521
SOX17	ONECUT1	9606.ENSP00000297316	9606.ENSP00000302630	0	0	0	0	0.048	0	0	0.576	0.579
SOX17	SOX7	9606.ENSP00000297316	9606.ENSP00000301921	0	0	0.090	0.818	0.282	0	0	0.471	0.624
SOX17	CDH5	9606.ENSP00000297316	9606.ENSP00000497290	0	0	0	0	0.395	0	0	0.470	0.665
SOX7	SALL4	9606.ENSP00000301921	9606.ENSP00000217086	0	0	0	0	0	0.069	0	0.383	0.401
SOX7	LMO2	9606.ENSP00000301921	9606.ENSP00000257818	0	0	0	0	0.044	0	0	0.398	0.400
SOX7	TAL1	9606.ENSP00000301921	9606.ENSP00000294339	0	0	0	0	0.051	0	0	0.410	0.416
SOX7	SOX17	9606.ENSP00000301921	9606.ENSP00000297316	0	0	0.090	0.818	0.282	0	0	0.471	0.624
SOX7	ROBO4	9606.ENSP00000301921	9606.ENSP00000304945	0	0	0	0	0.189	0	0	0.371	0.469
SOX7	CDH5	9606.ENSP00000301921	9606.ENSP00000497290	0	0	0	0	0.285	0	0	0.472	0.607
SPAG4	SPAG5	9606.ENSP00000363391	9606.ENSP00000323300	0	0	0	0	0.075	0.072	0	0.737	0.754
SPAG5	CDC6	9606.ENSP00000323300	9606.ENSP00000209728	0	0	0	0	0.480	0	0	0.193	0.562
SPAG5	MYBL2	9606.ENSP00000323300	9606.ENSP00000217026	0	0	0	0	0.450	0.054	0	0.234	0.567
SPAG5	ORC6	9606.ENSP00000323300	9606.ENSP00000219097	0	0	0	0	0.216	0.453	0	0.108	0.584
SPAG5	NCAPH	9606.ENSP00000323300	9606.ENSP00000240423	0	0	0	0	0.645	0	0	0.370	0.766
SPAG5	DLGAP5	9606.ENSP00000323300	9606.ENSP00000247191	0	0	0	0	0.872	0.072	0	0.447	0.928
SPAG5	E2F8	9606.ENSP00000323300	9606.ENSP00000250024	0	0	0	0	0.710	0	0	0.124	0.735
SPAG5	NCAPG	9606.ENSP00000323300	9606.ENSP00000251496	0	0	0	0	0.607	0	0	0.372	0.742
SPAG5	GINS2	9606.ENSP00000323300	9606.ENSP00000253462	0	0	0	0	0.324	0	0	0.155	0.405
SPAG5	CCNB1	9606.ENSP00000323300	9606.ENSP00000256442	0	0	0	0	0.787	0.146	0	0.318	0.865
SPAG5	TROAP	9606.ENSP00000323300	9606.ENSP00000257909	0	0	0	0	0.732	0	0	0.332	0.813
SPAG5	ESPL1	9606.ENSP00000323300	9606.ENSP00000257934	0	0	0	0	0.847	0	0	0.514	0.922
SPAG5	KIF11	9606.ENSP00000323300	9606.ENSP00000260731	0	0	0	0	0.883	0.071	0	0.613	0.954
SPAG5	NDC80	9606.ENSP00000323300	9606.ENSP00000261597	0	0	0	0	0.812	0.156	0	0.347	0.887
SPAG5	PKMYT1	9606.ENSP00000323300	9606.ENSP00000262300	0	0	0	0	0.275	0.290	0	0.374	0.650
SPAG5	GINS1	9606.ENSP00000323300	9606.ENSP00000262460	0	0	0	0	0.256	0.057	0	0.229	0.411
SPAG5	SGO1	9606.ENSP00000323300	9606.ENSP00000263753	0	0	0	0	0.657	0.099	0	0.420	0.805
SPAG5	NEIL3	9606.ENSP00000323300	9606.ENSP00000264596	0	0	0	0	0.379	0	0	0.161	0.457
SPAG5	DEPDC1B	9606.ENSP00000323300	9606.ENSP00000265036	0	0	0	0	0.510	0.049	0	0.091	0.539
SPAG5	ANLN	9606.ENSP00000323300	9606.ENSP00000265748	0	0	0	0	0.437	0.292	0	0.302	0.697
SPAG5	TICRR	9606.ENSP00000323300	9606.ENSP00000268138	0	0	0	0	0.452	0.091	0	0.047	0.484
SPAG5	NUF2	9606.ENSP00000323300	9606.ENSP00000271452	0	0	0	0	0.648	0.076	0	0.447	0.804
SPAG5	CDCA5	9606.ENSP00000323300	9606.ENSP00000275517	0	0	0	0	0.633	0	0	0.447	0.788
SPAG5	BUB1B	9606.ENSP00000323300	9606.ENSP00000287598	0	0	0	0	0.912	0.115	0	0.419	0.951
SPAG5	CCNB2	9606.ENSP00000323300	9606.ENSP00000288207	0	0	0	0	0.586	0.146	0	0.376	0.760
SPAG5	MELK	9606.ENSP00000323300	9606.ENSP00000298048	0	0	0	0	0.612	0.065	0	0.328	0.735
SPAG5	PLK1	9606.ENSP00000323300	9606.ENSP00000300093	0	0	0	0	0.712	0.455	0	0.660	0.942
SPAG5	TPX2	9606.ENSP00000323300	9606.ENSP00000300403	0	0	0	0	0.745	0.091	0	0.421	0.854
SPAG5	BIRC5	9606.ENSP00000323300	9606.ENSP00000301633	0	0	0	0	0.863	0.071	0	0.400	0.917
SPAG5	CKAP2L	9606.ENSP00000323300	9606.ENSP00000305204	0	0	0	0	0.338	0	0	0.296	0.514
SPAG5	AURKB	9606.ENSP00000323300	9606.ENSP00000313950	0	0	0	0	0.731	0.294	0	0.407	0.878
SPAG5	SKA3	9606.ENSP00000323300	9606.ENSP00000319417	0	0	0	0	0.437	0	0	0.263	0.568
SPAG5	EZH2	9606.ENSP00000323300	9606.ENSP00000320147	0	0	0	0	0.372	0.106	0	0.141	0.476
SPAG5	CDC25C	9606.ENSP00000323300	9606.ENSP00000321656	0	0	0	0	0.464	0	0	0.287	0.602
SPAG5	STIL	9606.ENSP00000323300	9606.ENSP00000360944	0	0	0	0	0.369	0	0	0.190	0.467
SPAG5	MCM10	9606.ENSP00000323300	9606.ENSP00000418268	0	0	0	0	0.372	0	0	0.257	0.513
SPAG5	CHEK1	9606.ENSP00000323300	9606.ENSP00000391090	0	0	0	0	0.361	0.066	0	0.251	0.514
SPAG5	GTSE1	9606.ENSP00000323300	9606.ENSP00000415430	0	0	0	0	0.395	0	0	0.264	0.535
SPAG5	ERCC6L	9606.ENSP00000323300	9606.ENSP00000334675	0	0	0	0	0.323	0.112	0	0.300	0.542
SPAG5	IQGAP3	9606.ENSP00000323300	9606.ENSP00000354451	0	0	0	0	0.509	0	0	0.137	0.558
SPAG5	UHRF1	9606.ENSP00000323300	9606.ENSP00000479617	0	0	0	0	0.504	0.048	0	0.205	0.592
SPAG5	EXO1	9606.ENSP00000323300	9606.ENSP00000355506	0	0	0	0	0.483	0.060	0	0.240	0.598
SPAG5	DEPDC1	9606.ENSP00000323300	9606.ENSP00000412292	0	0	0	0	0.507	0.049	0	0.223	0.604
SPAG5	UBE2T	9606.ENSP00000323300	9606.ENSP00000494957	0	0	0	0	0.613	0.080	0	0.050	0.632
SPAG5	CDCA2	9606.ENSP00000323300	9606.ENSP00000328228	0	0	0	0	0.481	0	0	0.322	0.633
SPAG5	RAD54L	9606.ENSP00000323300	9606.ENSP00000361043	0	0	0	0	0.562	0.099	0	0.216	0.664
SPAG5	ZWINT	9606.ENSP00000323300	9606.ENSP00000363055	0	0	0	0	0.554	0	0	0.282	0.666
SPAG5	RRM2	9606.ENSP00000323300	9606.ENSP00000353770	0	0	0	0	0.602	0.049	0	0.225	0.681
SPAG5	HMMR	9606.ENSP00000323300	9606.ENSP00000377492	0	0	0	0	0.647	0	0	0.186	0.701
SPAG5	KIF18B	9606.ENSP00000323300	9606.ENSP00000465992	0	0	0	0	0.563	0.057	0	0.370	0.718
SPAG5	CDC45	9606.ENSP00000323300	9606.ENSP00000405726	0	0	0	0	0.651	0.070	0	0.214	0.723
SPAG5	KIF14	9606.ENSP00000323300	9606.ENSP00000356319	0	0	0	0	0.435	0.292	0	0.365	0.724
SPAG5	SPAG4	9606.ENSP00000323300	9606.ENSP00000363391	0	0	0	0	0.075	0.072	0	0.737	0.754
SPAG5	CENPA	9606.ENSP00000323300	9606.ENSP00000336868	0	0	0	0	0.746	0.094	0	0.300	0.825
SPAG5	NEK2	9606.ENSP00000323300	9606.ENSP00000355966	0	0	0	0	0.760	0.043	0	0.392	0.848
SPAG5	KIF15	9606.ENSP00000323300	9606.ENSP00000324020	0	0	0	0	0.781	0.104	0	0.346	0.860
SPAG5	MKI67	9606.ENSP00000323300	9606.ENSP00000357643	0	0	0	0	0.822	0	0	0.298	0.869
SPAG5	CEP55	9606.ENSP00000323300	9606.ENSP00000360540	0	0	0	0	0.743	0	0	0.537	0.876
SPAG5	CDCA3	9606.ENSP00000323300	9606.ENSP00000442068	0	0	0	0	0.840	0	0	0.264	0.877
SPAG5	PBK	9606.ENSP00000323300	9606.ENSP00000428489	0	0	0	0	0.781	0.095	0	0.440	0.879
SPAG5	UBE2C	9606.ENSP00000323300	9606.ENSP00000348838	0	0	0	0	0.827	0.080	0	0.334	0.884
SPAG5	KIF4A	9606.ENSP00000323300	9606.ENSP00000363524	0	0	0	0	0.809	0.091	0	0.406	0.887
SPAG5	TTK	9606.ENSP00000323300	9606.ENSP00000358813	0	0	0	0	0.807	0.138	0	0.393	0.890
SPAG5	FOXM1	9606.ENSP00000323300	9606.ENSP00000342307	0	0	0	0	0.785	0.074	0	0.539	0.900
SPAG5	CCNA2	9606.ENSP00000323300	9606.ENSP00000481380	0	0	0	0	0.828	0	0	0.451	0.901
SPAG5	CENPF	9606.ENSP00000323300	9606.ENSP00000355922	0	0	0	0	0.838	0.045	0	0.436	0.905
SPAG5	CDC20	9606.ENSP00000323300	9606.ENSP00000361540	0	0	0	0	0.823	0.099	0	0.557	0.923
SPAG5	KIF20A	9606.ENSP00000323300	9606.ENSP00000378356	0	0	0	0	0.886	0.045	0	0.365	0.925
SPAG5	HJURP	9606.ENSP00000323300	9606.ENSP00000414109	0	0	0	0	0.834	0	0	0.573	0.926
SPAG5	KIF2C	9606.ENSP00000323300	9606.ENSP00000361298	0	0	0	0	0.874	0	0	0.435	0.926
SPAG5	CDCA8	9606.ENSP00000323300	9606.ENSP00000362146	0	0	0	0	0.887	0	0	0.399	0.929
SPAG5	TOP2A	9606.ENSP00000323300	9606.ENSP00000411532	0	0	0	0	0.838	0.046	0	0.648	0.941
SPAG5	ASPM	9606.ENSP00000323300	9606.ENSP00000356379	0	0	0	0	0.855	0.043	0	0.640	0.945
SPINK1	ETV4	9606.ENSP00000296695	9606.ENSP00000321835	0	0	0	0	0.050	0	0	0.404	0.409
SPINK1	GOLM1	9606.ENSP00000296695	9606.ENSP00000373364	0	0	0	0	0.042	0	0	0.581	0.581
SPP1	FABP4	9606.ENSP00000378517	9606.ENSP00000256104	0	0	0	0	0.060	0	0	0.480	0.490
SPP1	LYVE1	9606.ENSP00000378517	9606.ENSP00000256178	0	0	0	0	0.067	0.047	0	0.608	0.621
SPP1	MMP13	9606.ENSP00000378517	9606.ENSP00000260302	0	0	0	0	0.104	0	0	0.621	0.646
SPP1	EPAS1	9606.ENSP00000378517	9606.ENSP00000263734	0	0	0	0	0.067	0	0	0.385	0.401
SPP1	COL10A1	9606.ENSP00000378517	9606.ENSP00000327368	0	0	0	0	0.100	0	0	0.520	0.549
SPP1	COL11A1	9606.ENSP00000378517	9606.ENSP00000359114	0	0	0	0	0.105	0	0	0.516	0.549
SPP1	TEK	9606.ENSP00000378517	9606.ENSP00000369375	0	0	0	0	0.074	0	0	0.607	0.620
SPP1	CDH5	9606.ENSP00000378517	9606.ENSP00000497290	0	0	0	0	0.062	0	0	0.392	0.405
SPP1	GREM1	9606.ENSP00000378517	9606.ENSP00000498748	0	0	0	0	0.072	0	0	0.428	0.446
SPP1	PECAM1	9606.ENSP00000378517	9606.ENSP00000457421	0	0	0	0	0	0	0	0.595	0.595
SPP1	MDK	9606.ENSP00000378517	9606.ENSP00000385451	0	0	0	0	0.067	0	0	0.666	0.675
SPTBN1	ANLN	9606.ENSP00000349259	9606.ENSP00000265748	0	0	0	0	0.044	0.416	0	0.161	0.490
SPTBN1	IQANK1	9606.ENSP00000349259	9606.ENSP00000489685	0	0	0	0	0.059	0.423	0	0.108	0.473
SPTBN1	SPTBN2	9606.ENSP00000349259	9606.ENSP00000432568	0	0	0.057	0.967	0.063	0	0.720	0.067	0.738
SPTBN2	RGS17	9606.ENSP00000432568	9606.ENSP00000206262	0	0	0	0	0.055	0.053	0	0.428	0.443
SPTBN2	SPTBN1	9606.ENSP00000432568	9606.ENSP00000349259	0	0	0.057	0.967	0.063	0	0.720	0.067	0.738
SPTBN2	KIF14	9606.ENSP00000432568	9606.ENSP00000356319	0	0	0	0	0.045	0.292	0	0.444	0.591
SPTBN2	COL11A1	9606.ENSP00000432568	9606.ENSP00000359114	0	0	0	0	0	0	0	0.444	0.444
SRPK1	NCAPH	9606.ENSP00000362931	9606.ENSP00000240423	0	0	0	0	0.129	0	0	0.354	0.413
SRPK1	MELK	9606.ENSP00000362931	9606.ENSP00000298048	0	0	0	0	0.166	0.113	0	0.256	0.402
SRPK1	EZH2	9606.ENSP00000362931	9606.ENSP00000320147	0	0	0	0	0.140	0	0	0.492	0.544
SRPK1	NEK2	9606.ENSP00000362931	9606.ENSP00000355966	0	0	0	0	0.081	0	0	0.417	0.441
SRPK1	TOP2A	9606.ENSP00000362931	9606.ENSP00000411532	0	0	0	0	0.127	0.394	0	0.143	0.507
SRPK1	GRK5	9606.ENSP00000362931	9606.ENSP00000376609	0	0	0	0	0	0.292	0	0.376	0.539
STARD13	MMP13	9606.ENSP00000338785	9606.ENSP00000260302	0	0	0	0	0.055	0	0	0.395	0.404
STARD13	ANLN	9606.ENSP00000338785	9606.ENSP00000265748	0	0	0	0	0	0	0	0.458	0.457
STIL	CDC6	9606.ENSP00000360944	9606.ENSP00000209728	0	0	0	0	0.367	0	0	0.158	0.445
STIL	NCAPH	9606.ENSP00000360944	9606.ENSP00000240423	0	0	0	0	0.332	0	0	0.254	0.480
STIL	DLGAP5	9606.ENSP00000360944	9606.ENSP00000247191	0	0	0	0	0.488	0	0	0.095	0.517
STIL	E2F8	9606.ENSP00000360944	9606.ENSP00000250024	0	0	0	0	0.379	0	0	0.120	0.431
STIL	NCAPG	9606.ENSP00000360944	9606.ENSP00000251496	0	0	0	0	0.651	0	0	0.199	0.708
STIL	CCNB1	9606.ENSP00000360944	9606.ENSP00000256442	0	0	0	0	0.397	0	0	0.247	0.527
STIL	LMO2	9606.ENSP00000360944	9606.ENSP00000257818	0	0	0	0	0	0.045	0	0.435	0.437
STIL	ESPL1	9606.ENSP00000360944	9606.ENSP00000257934	0	0	0	0	0.433	0	0	0.361	0.622
STIL	KIF11	9606.ENSP00000360944	9606.ENSP00000260731	0	0	0	0	0.802	0	0	0.311	0.858
STIL	NDC80	9606.ENSP00000360944	9606.ENSP00000261597	0	0	0	0	0.449	0	0	0.152	0.513
STIL	GINS1	9606.ENSP00000360944	9606.ENSP00000262460	0	0	0	0	0.414	0	0	0.065	0.429
STIL	POLQ	9606.ENSP00000360944	9606.ENSP00000264233	0	0	0	0	0.784	0	0	0	0.784
STIL	DEPDC1B	9606.ENSP00000360944	9606.ENSP00000265036	0	0	0	0	0.434	0	0	0.091	0.464
STIL	TICRR	9606.ENSP00000360944	9606.ENSP00000268138	0	0	0	0	0.381	0	0	0.116	0.430
STIL	NUF2	9606.ENSP00000360944	9606.ENSP00000271452	0	0	0	0	0.446	0	0	0.317	0.606
STIL	CDCA5	9606.ENSP00000360944	9606.ENSP00000275517	0	0	0	0	0.339	0	0	0.136	0.404
STIL	BUB1B	9606.ENSP00000360944	9606.ENSP00000287598	0	0	0	0	0.496	0	0	0.305	0.635
STIL	CCNB2	9606.ENSP00000360944	9606.ENSP00000288207	0	0	0	0	0.383	0	0	0.167	0.464
STIL	TAL1	9606.ENSP00000360944	9606.ENSP00000294339	0	0.069	0	0	0.047	0	0	0.821	0.827
STIL	MELK	9606.ENSP00000360944	9606.ENSP00000298048	0	0	0	0	0.786	0	0	0.186	0.819
STIL	PLK1	9606.ENSP00000360944	9606.ENSP00000300093	0	0	0	0	0.225	0	0	0.453	0.558
STIL	TPX2	9606.ENSP00000360944	9606.ENSP00000300403	0	0	0	0	0.411	0	0	0.310	0.577
STIL	CKAP2L	9606.ENSP00000360944	9606.ENSP00000305204	0	0	0	0	0.435	0	0	0.094	0.466
STIL	AURKB	9606.ENSP00000360944	9606.ENSP00000313950	0	0	0	0	0.297	0	0	0.255	0.454
STIL	SKA3	9606.ENSP00000360944	9606.ENSP00000319417	0	0	0	0	0.416	0	0	0.117	0.463
STIL	SPAG5	9606.ENSP00000360944	9606.ENSP00000323300	0	0	0	0	0.369	0	0	0.190	0.467
STIL	KIF15	9606.ENSP00000360944	9606.ENSP00000324020	0	0	0	0	0.489	0	0	0.160	0.552
STIL	ERCC6L	9606.ENSP00000360944	9606.ENSP00000334675	0	0	0	0	0.475	0.045	0	0.094	0.506
STIL	CENPA	9606.ENSP00000360944	9606.ENSP00000336868	0	0	0	0	0.354	0	0	0.138	0.419
STIL	FOXM1	9606.ENSP00000360944	9606.ENSP00000342307	0	0	0	0	0.472	0.045	0	0.159	0.539
STIL	RRM2	9606.ENSP00000360944	9606.ENSP00000353770	0	0	0	0	0.378	0.102	0	0.129	0.472
STIL	EXO1	9606.ENSP00000360944	9606.ENSP00000355506	0	0	0	0	0.392	0	0	0.071	0.411
STIL	CENPF	9606.ENSP00000360944	9606.ENSP00000355922	0	0	0	0	0.425	0	0	0.512	0.708
STIL	NEK2	9606.ENSP00000360944	9606.ENSP00000355966	0	0	0	0	0.458	0	0	0.422	0.674
STIL	KIF14	9606.ENSP00000360944	9606.ENSP00000356319	0	0	0	0	0.510	0.095	0	0.538	0.777
STIL	ASPM	9606.ENSP00000360944	9606.ENSP00000356379	0	0	0	0	0.477	0.164	0	0.942	0.972
STIL	MKI67	9606.ENSP00000360944	9606.ENSP00000357643	0	0	0	0	0.367	0	0	0.167	0.450
STIL	TTK	9606.ENSP00000360944	9606.ENSP00000358813	0	0	0	0	0.610	0	0	0.167	0.662
STIL	CEP55	9606.ENSP00000360944	9606.ENSP00000360540	0	0	0	0	0.468	0	0	0.205	0.559
STIL	RAD54L	9606.ENSP00000360944	9606.ENSP00000361043	0	0	0	0	0.361	0.045	0	0.122	0.418
STIL	HMMR	9606.ENSP00000360944	9606.ENSP00000377492	0	0	0	0	0.360	0	0	0.160	0.440
STIL	CDCA8	9606.ENSP00000360944	9606.ENSP00000362146	0	0	0	0	0.373	0	0	0.179	0.463
STIL	PBK	9606.ENSP00000360944	9606.ENSP00000428489	0	0	0	0	0.383	0.074	0	0.149	0.471
STIL	HJURP	9606.ENSP00000360944	9606.ENSP00000414109	0	0	0	0	0.460	0	0	0.063	0.473
STIL	TOP2A	9606.ENSP00000360944	9606.ENSP00000411532	0	0	0	0	0.400	0	0	0.162	0.476
STIL	DEPDC1	9606.ENSP00000360944	9606.ENSP00000412292	0	0	0	0	0.466	0	0	0.111	0.506
STIL	CDCA3	9606.ENSP00000360944	9606.ENSP00000442068	0	0	0	0	0.352	0	0	0.298	0.526
